product,currency,customer_gender,day_of_week,order_date,order_id,taxful_total_price,total_quantity,geoip.continent_name,geoip.city_name
Gourde de sport,EUR,MALE,Friday,2024-12-27T14:21:07+00:00,552546,40.98,2,Asia,Istanbul
Chaussures de piscine,EUR,MALE,Thursday,2024-12-26T15:24:29+00:00,551237,72.98,2,North America,New York
Casquette de sport,EUR,FEMALE,Thursday,2024-12-26T16:03:22+00:00,551279,37.98,2,Europe,Cannes
Haltères,EUR,FEMALE,Thursday,2024-12-26T11:41:17+00:00,551032,95.98,2,Europe,
Chaussures de randonnée,EUR,MALE,Thursday,2024-12-26T12:38:53+00:00,551095,71.98,2,Asia,Istanbul
Gourde de sport,EUR,FEMALE,Friday,2024-12-27T00:20:10+00:00,551745,48.98,2,Asia,
Ballon de basketball,EUR,MALE,Friday,2024-12-27T01:01:55+00:00,551787,28.98,2,Africa,Cairo
Gants de cyclisme,EUR,FEMALE,Wednesday,2025-01-22T15:10:05+00:00,587644,52.98,2,North America,New York
Sac de sport,EUR,MALE,Wednesday,2025-01-22T16:49:26+00:00,587716,39.98,2,Africa,Cairo
Raquette de tennis,EUR,FEMALE,Wednesday,2025-01-22T21:15:50+00:00,587971,81.98,2,Europe,Cannes
Raquette de badminton,EUR,FEMALE,Wednesday,2025-01-22T10:45:07+00:00,587387,58.98,2,Asia,
Rouleau de massage,EUR,MALE,Saturday,2025-01-18T12:04:19+00:00,582078,73.98,2,North America,Los Angeles
Kettlebell,EUR,FEMALE,Sunday,2025-01-19T05:18:14+00:00,583052,80.98,2,Europe,Cannes
Casque de vélo,EUR,FEMALE,Sunday,2025-01-19T05:51:22+00:00,583083,70.98,2,North America,New York
Paddle gonflable,EUR,MALE,Saturday,2025-01-18T23:35:31+00:00,582725,164.98,2,North America,New York
Vélos d’appartement,EUR,MALE,Sunday,2025-01-19T00:34:34+00:00,582781,175.98,2,South America,Bogotu00e1
Tapis de yoga,EUR,MALE,Sunday,2025-01-19T01:26:24+00:00,582832,46.98,2,Asia,Abu Dhabi
Bouteille isotherme,EUR,MALE,Sunday,2025-01-19T02:22:34+00:00,582879,64.98,2,Asia,Abu Dhabi
Maillot de bain,EUR,FEMALE,Sunday,2025-01-19T06:47:31+00:00,583136,32.98,2,South America,Bogotu00e1
Tapis de yoga,EUR,MALE,Sunday,2025-01-19T07:49:26+00:00,583199,107.98,2,South America,Bogotu00e1
Casque de vélo,EUR,MALE,Friday,2025-01-17T18:31:41+00:00,581026,45.98,2,Asia,Istanbul
Casque de vélo,EUR,FEMALE,Friday,2025-01-17T19:04:48+00:00,581069,49.98,2,Europe,Birmingham
Masque de plongée,EUR,MALE,Friday,2025-01-17T19:58:05+00:00,581109,27.98,2,Africa,Cairo
Haltères,EUR,MALE,Wednesday,2025-01-22T20:02:24+00:00,587900,44.98,2,Africa,Cairo
Gants de boxe,EUR,FEMALE,Wednesday,2025-01-22T17:32:38+00:00,587747,78.98,2,Europe,Birmingham
Veste de sport,EUR,MALE,Wednesday,2025-01-22T18:05:46+00:00,587786,80.98,2,Africa,Marrakesh
Clubs de golf,EUR,FEMALE,Thursday,2025-01-23T12:20:10+00:00,588822,62.98,2,Europe,Birmingham
Maillot de bain,EUR,FEMALE,Thursday,2025-01-23T13:13:26+00:00,588864,26.98,2,Asia,Dubai
Haltères,EUR,FEMALE,Thursday,2025-01-23T14:03:50+00:00,588906,105.98,2,Europe,Birmingham
Protège-dents,EUR,MALE,Thursday,2025-01-23T18:40:19+00:00,589150,49.98,2,North America,New York
Tapis de yoga,EUR,MALE,Thursday,2025-01-23T19:14:53+00:00,589187,28.98,2,Africa,Marrakesh
Ballon de basketball,EUR,MALE,Thursday,2025-01-23T10:46:34+00:00,588735,40.98,2,North America,Los Angeles
Ballon de basketball,EUR,MALE,Friday,2025-01-17T07:24:58+00:00,580422,128.98,2,Africa,Marrakesh
Planches d’équilibre,EUR,MALE,Friday,2025-01-17T08:15:22+00:00,580472,101.98,2,Africa,Marrakesh
Kettlebell,EUR,MALE,Wednesday,2025-01-01T15:25:55+00:00,559383,41.98,2,Asia,Istanbul
Chaussures de football,EUR,MALE,Tuesday,2024-12-31T17:11:02+00:00,558120,109.98,2,Africa,Marrakesh
Chaussures de trail,EUR,MALE,Tuesday,2024-12-31T18:18:43+00:00,558201,88.98,2,Asia,Istanbul
Casquette de sport,EUR,FEMALE,Saturday,2024-12-28T15:27:22+00:00,553960,25.98,2,Europe,Monte Carlo
Patins à glace,EUR,MALE,Monday,2025-01-06T18:46:05+00:00,566360,43.98,2,Europe,
Shorts de running,EUR,MALE,Monday,2025-01-06T19:46:34+00:00,566416,71.98,2,Asia,Abu Dhabi
Sac à dos de randonnée,EUR,MALE,Tuesday,2025-01-07T15:07:12+00:00,567465,129.98,2,Europe,Birmingham
Gants de cyclisme,EUR,MALE,Monday,2025-01-20T11:02:24+00:00,584759,75.98,2,Africa,Marrakesh
Masque de plongée,EUR,FEMALE,Monday,2025-01-20T11:41:17+00:00,584810,70.98,2,Asia,Dubai
Casque de vélo,EUR,MALE,Tuesday,2025-01-21T03:10:05+00:00,585641,91.98,2,Asia,Dubai
Veste de sport,EUR,FEMALE,Tuesday,2025-01-21T03:34:34+00:00,585667,61.98,2,Asia,
Montre de sport,EUR,FEMALE,Tuesday,2025-01-21T04:12:00+00:00,585709,97.98,2,Africa,Marrakesh
Kettlebell,EUR,FEMALE,Monday,2025-01-20T23:28:19+00:00,585448,105.98,2,Europe,Cannes
Planche de surf,EUR,FEMALE,Tuesday,2025-01-21T00:12:58+00:00,585489,99.98,2,Europe,Cannes
Serviette de sport,EUR,MALE,Thursday,2025-01-23T01:42:14+00:00,588234,34.98,2,Asia,Abu Dhabi
Chaussures de randonnée,EUR,FEMALE,Thursday,2025-01-23T02:16:48+00:00,588266,53.98,2,Asia,Dubai
Chaussures de randonnée,EUR,FEMALE,Thursday,2025-01-23T02:54:14+00:00,588300,27.98,2,Africa,Cairo
Shorts de running,EUR,FEMALE,Thursday,2025-01-23T03:40:19+00:00,588338,28.98,2,Europe,Monte Carlo
Casque de vélo,EUR,MALE,Saturday,2024-12-28T21:51:50+00:00,718886,162.96,4,Africa,Cairo
Roller,EUR,MALE,Thursday,2025-01-09T18:40:19+00:00,716588,86.96,4,Africa,Cairo
Bandes élastiques de musculation,EUR,FEMALE,Tuesday,2025-01-14T14:57:07+00:00,725850,177.96,4,Asia,Dubai
Snowboard,EUR,FEMALE,Wednesday,2025-01-01T16:07:41+00:00,729273,198.96,4,Europe,Monte Carlo
Haltères,EUR,FEMALE,Saturday,2024-12-28T22:23:31+00:00,729465,75.96,4,Europe,Monte Carlo
Chaussures de football,EUR,FEMALE,Saturday,2025-01-18T01:23:31+00:00,729600,144.96,4,North America,New York
Raquette de badminton,EUR,MALE,Saturday,2025-01-25T22:37:55+00:00,722629,180.96,4,Africa,Cairo
Raquette de tennis,EUR,MALE,Thursday,2025-01-09T04:14:53+00:00,719459,132.96,4,Asia,Istanbul
Casque de vélo,EUR,MALE,Monday,2024-12-30T17:08:10+00:00,719411,56.96,4,Asia,Abu Dhabi
Sac de sport,EUR,FEMALE,Tuesday,2024-12-31T09:53:17+00:00,557675,64.98,2,North America,New York
Kettlebell,EUR,MALE,Saturday,2025-01-25T04:49:26+00:00,591041,33.98,2,North America,New York
Bandes élastiques de musculation,EUR,FEMALE,Saturday,2025-01-25T05:28:19+00:00,591074,83.98,2,Europe,Cannes
Shorts de running,EUR,MALE,Saturday,2025-01-25T10:00:29+00:00,591349,22.98,2,Europe,
Chaussures de football,EUR,FEMALE,Saturday,2025-01-25T10:39:22+00:00,591374,53.98,2,North America,New York
Paddle gonflable,EUR,FEMALE,Saturday,2025-01-25T08:06:43+00:00,591230,37.98,2,North America,New York
Chaussures de football,EUR,FEMALE,Saturday,2025-01-25T16:17:46+00:00,591717,101.98,2,Europe,Monte Carlo
Maillot de bain,EUR,FEMALE,Saturday,2025-01-25T17:19:41+00:00,591768,45.98,2,Africa,Marrakesh
Protège-dents,EUR,MALE,Saturday,2025-01-25T18:18:43+00:00,591810,48.98,2,Europe,Cannes
Filet de volleyball,EUR,FEMALE,Saturday,2025-01-25T22:52:19+00:00,592049,66.98,2,Europe,
Shorts de running,EUR,FEMALE,Saturday,2025-01-25T23:31:12+00:00,592097,42.98,2,South America,Bogotu00e1
Paddle gonflable,EUR,MALE,Thursday,2025-01-09T03:40:19+00:00,569531,15.98,2,Asia,Istanbul
Paddle gonflable,EUR,FEMALE,Thursday,2025-01-09T04:06:14+00:00,569569,49.98,2,North America,New York
Serviette de sport,EUR,FEMALE,Thursday,2025-01-09T04:53:46+00:00,569614,32.98,2,North America,New York
Snowboard,EUR,MALE,Tuesday,2025-01-07T11:08:10+00:00,567256,64.98,2,Europe,
Montre de sport,EUR,MALE,Sunday,2025-01-05T16:00:29+00:00,564844,35.98,2,Africa,Cairo
Ski,EUR,FEMALE,Sunday,2025-01-05T16:33:36+00:00,564883,66.98,2,South America,Bogotu00e1
Gourde de sport,EUR,FEMALE,Friday,2024-12-27T07:49:26+00:00,552181,39.98,2,Europe,Cannes
Planche de surf,EUR,FEMALE,Friday,2024-12-27T02:02:24+00:00,551857,78.98,2,North America,New York
Ballon de basketball,EUR,FEMALE,Friday,2024-12-27T02:42:43+00:00,551903,66.98,2,Europe,
Sac à dos de randonnée,EUR,FEMALE,Friday,2024-12-27T14:08:10+00:00,552531,89.98,2,North America,New York
Snowboard,EUR,MALE,Thursday,2024-12-26T15:05:46+00:00,551222,30.98,2,Asia,Dubai
Chaussures de trail,EUR,MALE,Thursday,2024-12-26T16:07:41+00:00,551285,39.98,2,North America,Los Angeles
Bouteille isotherme,EUR,FEMALE,Thursday,2024-12-26T11:34:05+00:00,551026,39.98,2,Africa,Marrakesh
Chaussures de randonnée,EUR,MALE,Thursday,2024-12-26T12:15:50+00:00,551068,119.98,2,Africa,Marrakesh
Gants de cyclisme,EUR,FEMALE,Thursday,2024-12-26T13:01:55+00:00,551115,32.98,2,North America,New York
Palmes de natation,EUR,FEMALE,Friday,2024-12-27T00:24:29+00:00,551750,37.98,2,Europe,Cannes
Gants de cyclisme,EUR,MALE,Friday,2024-12-27T01:17:46+00:00,551805,88.98,2,Africa,Marrakesh
Gants de boxe,EUR,MALE,Wednesday,2025-01-22T14:58:34+00:00,587634,22.98,2,Africa,Cairo
Ballon de football,EUR,FEMALE,Wednesday,2025-01-22T16:22:05+00:00,587694,144.98,2,Asia,Dubai
Serviette de sport,EUR,MALE,Wednesday,2025-01-22T20:51:22+00:00,587943,72.98,2,Africa,Cairo
Shorts de running,EUR,MALE,Wednesday,2025-01-22T21:10:05+00:00,587964,49.98,2,Europe,
Casque de vélo,EUR,MALE,Wednesday,2025-01-22T10:33:36+00:00,587367,43.98,2,North America,Los Angeles
Lunettes de natation,EUR,MALE,Wednesday,2025-01-22T11:06:43+00:00,587415,64.98,2,Africa,Marrakesh
Roller,EUR,FEMALE,Friday,2025-01-03T19:19:12+00:00,562323,85.98,2,North America,New York
Sac à dos de randonnée,EUR,FEMALE,Friday,2025-01-03T20:02:24+00:00,562358,78.98,2,North America,New York
Planches d’équilibre,EUR,FEMALE,Monday,2025-01-20T13:26:24+00:00,584912,70.98,2,Europe,Birmingham
Bonnet de natation,EUR,FEMALE,Monday,2025-01-20T14:21:07+00:00,584956,39.98,2,Asia,Dubai
Bandes élastiques de musculation,EUR,FEMALE,Monday,2025-01-20T14:51:22+00:00,584990,101.98,2,Asia,Dubai
Shorts de running,EUR,FEMALE,Sunday,2025-01-19T11:49:55+00:00,583424,53.98,2,Europe,Monte Carlo
Lunettes de natation,EUR,MALE,Sunday,2025-01-19T12:38:53+00:00,583466,54.98,2,North America,Los Angeles
Casque de vélo,EUR,MALE,Sunday,2025-01-19T18:21:36+00:00,583824,58.98,2,South America,Bogotu00e1
Casquette de sport,EUR,MALE,Sunday,2025-01-19T19:43:41+00:00,583888,28.98,2,Africa,Marrakesh
Montre de sport,EUR,MALE,Sunday,2025-01-19T20:18:14+00:00,583921,76.98,2,Asia,Dubai
Filet de volleyball,EUR,FEMALE,Sunday,2025-01-19T21:14:24+00:00,583974,74.98,2,Europe,Monte Carlo
Chaussures de trail,EUR,FEMALE,Thursday,2025-01-23T19:52:19+00:00,589236,49.98,2,Asia,Dubai
Bandes élastiques de musculation,EUR,FEMALE,Sunday,2025-01-05T06:51:50+00:00,564307,86.98,2,Asia,Dubai
Roller,EUR,FEMALE,Sunday,2025-01-05T03:56:10+00:00,564148,42.98,2,Asia,Dubai
Chaussures de randonnée,EUR,MALE,Thursday,2024-12-26T13:30:43+00:00,551137,18.98,2,Europe,
Gants de cyclisme,EUR,MALE,Thursday,2024-12-26T14:19:41+00:00,551183,24.98,2,Asia,Dubai
Masque de plongée,EUR,MALE,Wednesday,2025-01-22T02:15:22+00:00,586926,26.98,2,Asia,Dubai
Kettlebell,EUR,FEMALE,Thursday,2025-01-09T20:03:50+00:00,570484,45.98,2,Asia,Dubai
Chaussures de randonnée,EUR,FEMALE,Sunday,2025-01-12T05:28:19+00:00,573693,131.98,2,South America,Bogotu00e1
Chaussures de trail,EUR,FEMALE,Sunday,2025-01-12T10:19:12+00:00,573948,101.98,2,North America,New York
Vélos d’appartement,EUR,MALE,Sunday,2025-01-12T11:15:22+00:00,574002,26.98,2,Africa,Cairo
Patins à glace,EUR,FEMALE,Sunday,2025-01-12T02:54:14+00:00,573548,45.98,2,Europe,Monte Carlo
Chaussures de randonnée,EUR,FEMALE,Sunday,2025-01-12T04:04:48+00:00,573607,57.98,2,Asia,
Gourde de sport,EUR,MALE,Saturday,2025-01-11T23:19:41+00:00,573345,52.98,2,Europe,
Bouteille isotherme,EUR,FEMALE,Saturday,2025-01-18T07:35:02+00:00,581783,45.98,2,South America,Bogotu00e1
Bandes élastiques de musculation,EUR,FEMALE,Saturday,2025-01-18T09:54:43+00:00,581930,97.98,2,Europe,
Maillot de bain,EUR,FEMALE,Tuesday,2025-01-21T14:03:50+00:00,586230,57.98,2,Europe,Monte Carlo
Casquette de sport,EUR,FEMALE,Saturday,2025-01-18T20:24:00+00:00,582548,43.98,2,Asia,
Ski,EUR,FEMALE,Sunday,2025-01-05T01:24:58+00:00,564009,49.98,2,North America,New York
Ballon de basketball,EUR,MALE,Sunday,2025-01-05T10:43:41+00:00,564532,36.98,2,Africa,Cairo
Ballon de football,EUR,MALE,Tuesday,2024-12-31T15:37:26+00:00,558031,53.98,2,Asia,Dubai
Snowboard,EUR,FEMALE,Tuesday,2024-12-31T16:39:22+00:00,558095,67.98,2,North America,New York
Haltères,EUR,FEMALE,Tuesday,2024-12-31T12:25:55+00:00,557834,41.98,2,South America,Bogotu00e1
Snowboard,EUR,MALE,Tuesday,2024-12-31T13:19:12+00:00,557889,43.98,2,Europe,
Chaussures de course,EUR,MALE,Wednesday,2025-01-01T22:06:14+00:00,559750,96.98,2,Asia,
Pantalon de survêtement,EUR,FEMALE,Wednesday,2025-01-01T23:21:07+00:00,559807,81.98,2,Europe,Cannes
Protège-dents,EUR,MALE,Tuesday,2024-12-31T14:51:22+00:00,557986,28.98,2,Africa,Marrakesh
Bandes élastiques de musculation,EUR,FEMALE,Wednesday,2025-01-01T16:26:24+00:00,559445,47.98,2,North America,New York
Raquette de tennis,EUR,FEMALE,Thursday,2025-01-23T10:26:24+00:00,728105,119.96,4,North America,New York
Raquette de badminton,EUR,MALE,Saturday,2025-01-18T13:33:36+00:00,716344,192.96,4,North America,Los Angeles
Serviette de sport,EUR,MALE,Tuesday,2025-01-07T21:40:19+00:00,716462,64.96,4,North America,Los Angeles
Rouleau de massage,EUR,FEMALE,Tuesday,2025-01-21T01:13:26+00:00,585547,43.98,2,North America,New York
Protège-dents,EUR,FEMALE,Tuesday,2025-01-21T01:49:26+00:00,585579,79.98,2,Europe,Birmingham
Sac de sport,EUR,FEMALE,Thursday,2025-01-02T13:27:50+00:00,723219,160.96,4,North America,New York
Ballon de basketball,EUR,MALE,Friday,2025-01-03T21:34:34+00:00,718360,392.96,4,Asia,Abu Dhabi
Planches d’équilibre,EUR,MALE,Wednesday,2025-01-08T14:21:07+00:00,720661,131.96,4,Asia,Abu Dhabi
Casque de vélo,EUR,MALE,Monday,2024-12-30T06:16:12+00:00,739290,2249.92,8,Asia,
Haltères,EUR,MALE,Friday,2025-01-10T14:13:12+00:00,739348,6.99,1,North America,New York
Chaussures de trail,EUR,MALE,Saturday,2025-01-11T02:11:12+00:00,739871,64.99,1,South America,Bogotu00e1
Tapis de yoga,EUR,MALE,Sunday,2025-01-12T18:11:12+00:00,739692,28.99,1,Asia,Abu Dhabi
Patins à glace,EUR,MALE,Friday,2025-01-24T19:04:48+00:00,590547,109.98,2,North America,Los Angeles
Filet de volleyball,EUR,MALE,Friday,2025-01-24T20:13:55+00:00,590605,78.98,2,Asia,
Chaussures de course,EUR,MALE,Thursday,2025-01-23T22:12:00+00:00,589363,70.98,2,Africa,Marrakesh
Tapis de yoga,EUR,FEMALE,Friday,2025-01-24T22:23:31+00:00,590718,87.98,2,Europe,Cannes
Casquette de sport,EUR,FEMALE,Tuesday,2025-01-07T01:49:26+00:00,566775,126.98,2,Europe,Birmingham
Clubs de golf,EUR,FEMALE,Friday,2025-01-24T08:11:02+00:00,589931,57.98,2,Africa,Cairo
Gourde de sport,EUR,MALE,Saturday,2025-01-18T11:34:05+00:00,582047,36.98,2,Europe,Cannes
Montre de sport,EUR,MALE,Saturday,2025-01-18T12:24:29+00:00,582101,46.98,2,Europe,Birmingham
Serviette de sport,EUR,FEMALE,Sunday,2025-01-19T05:42:43+00:00,583073,120.98,2,Europe,Monte Carlo
Bandes élastiques de musculation,EUR,MALE,Sunday,2025-01-19T06:11:31+00:00,583103,34.98,2,Africa,Marrakesh
Pantalon de survêtement,EUR,MALE,Sunday,2025-01-19T00:07:12+00:00,582754,99.98,2,Asia,Dubai
Bandes élastiques de musculation,EUR,MALE,Thursday,2025-01-09T06:21:36+00:00,569679,149.98,2,Africa,Cairo
Chaussures de football,EUR,MALE,Tuesday,2025-01-07T23:12:29+00:00,567926,40.98,2,North America,New York
Bonnet de natation,EUR,FEMALE,Monday,2025-01-06T08:19:41+00:00,565796,40.98,2,Europe,Birmingham
Snowboard,EUR,MALE,Monday,2025-01-06T16:55:12+00:00,566261,109.98,2,Asia,Dubai
Lunettes de natation,EUR,FEMALE,Tuesday,2025-01-07T02:52:48+00:00,566829,53.98,2,North America,New York
Ballon de football,EUR,FEMALE,Thursday,2025-01-02T06:21:36+00:00,560191,74.98,2,Africa,Marrakesh
Gants de cyclisme,EUR,MALE,Friday,2025-01-03T12:57:36+00:00,561969,74.98,2,North America,New York
Chaussures de piscine,EUR,FEMALE,Friday,2025-01-03T13:49:26+00:00,562011,107.98,2,Asia,Dubai
Filet de volleyball,EUR,MALE,Thursday,2025-01-16T17:11:02+00:00,579612,31.98,2,Asia,Istanbul
Raquette de tennis,EUR,FEMALE,Thursday,2024-12-26T17:11:02+00:00,551338,32.98,2,North America,New York
Sac à dos de randonnée,EUR,FEMALE,Thursday,2025-01-09T15:56:10+00:00,570250,18.98,2,Europe,Birmingham
Tapis de yoga,EUR,MALE,Thursday,2025-01-09T16:59:31+00:00,570303,45.98,2,Asia,Istanbul
Chaussures de piscine,EUR,MALE,Thursday,2025-01-09T07:29:17+00:00,569746,84.98,2,Europe,
Sac à dos de randonnée,EUR,MALE,Thursday,2025-01-09T08:34:05+00:00,569806,64.98,2,North America,New York
Chaussures de trail,EUR,MALE,Thursday,2025-01-09T17:45:36+00:00,570353,37.98,2,Africa,Marrakesh
Casquette de sport,EUR,FEMALE,Thursday,2025-01-09T12:01:26+00:00,570021,29.98,2,South America,Bogotu00e1
Shorts de running,EUR,MALE,Friday,2025-01-17T04:12:00+00:00,580245,27.98,2,Asia,Istanbul
Snowboard,EUR,FEMALE,Friday,2025-01-17T05:52:48+00:00,580325,45.98,2,North America,New York
Haltères,EUR,FEMALE,Tuesday,2024-12-31T04:07:41+00:00,557352,50.98,2,North America,Los Angeles
Serviette de sport,EUR,MALE,Monday,2024-12-30T22:43:41+00:00,557034,93.98,2,Asia,Dubai
Gourde de sport,EUR,FEMALE,Monday,2024-12-30T23:52:48+00:00,557112,57.98,2,North America,New York
Paddle gonflable,EUR,MALE,Monday,2024-12-30T21:02:53+00:00,556939,76.98,2,North America,New York
Sac de sport,EUR,FEMALE,Monday,2024-12-30T21:46:05+00:00,556973,63.98,2,North America,New York
Tapis de yoga,EUR,MALE,Tuesday,2024-12-31T07:39:22+00:00,557557,42.98,2,Europe,Cannes
Veste de sport,EUR,MALE,Tuesday,2024-12-31T08:38:24+00:00,557606,36.98,2,Africa,Marrakesh
Ski,EUR,MALE,Monday,2024-12-30T08:02:24+00:00,556209,91.98,2,North America,New York
Planche de surf,EUR,MALE,Sunday,2024-12-29T01:14:53+00:00,554503,66.98,2,Africa,Marrakesh
Rouleau de massage,EUR,MALE,Saturday,2024-12-28T22:27:50+00:00,554341,43.98,2,Africa,Marrakesh
Bonnet de natation,EUR,FEMALE,Saturday,2024-12-28T23:12:29+00:00,554384,74.98,2,North America,New York
Paddle gonflable,EUR,MALE,Sunday,2024-12-29T01:48:00+00:00,554533,57.98,2,North America,Los Angeles
Ski,EUR,MALE,Sunday,2024-12-29T02:32:38+00:00,554571,109.98,2,Asia,
Maillot de bain,EUR,FEMALE,Sunday,2024-12-29T01:35:02+00:00,554521,28.98,2,Europe,Cannes
Planches d’équilibre,EUR,MALE,Tuesday,2024-12-31T09:59:02+00:00,557681,71.98,2,Africa,Cairo
Casquette de sport,EUR,FEMALE,Thursday,2025-01-02T14:22:34+00:00,560662,40.98,2,Europe,Cannes
Casque de vélo,EUR,MALE,Monday,2025-01-06T04:16:19+00:00,565567,30.98,2,Asia,Dubai
Raquette de tennis,EUR,FEMALE,Monday,2025-01-06T04:52:19+00:00,565596,63.98,2,North America,New York
Planche de surf,EUR,MALE,Tuesday,2025-01-07T18:15:50+00:00,567666,53.98,2,Africa,Marrakesh
Patins à glace,EUR,FEMALE,Wednesday,2025-01-08T21:20:10+00:00,569144,61.98,2,North America,New York
Bonnet de natation,EUR,MALE,Wednesday,2025-01-08T22:06:14+00:00,569198,47.98,2,Africa,Marrakesh
Kettlebell,EUR,MALE,Wednesday,2025-01-08T16:16:19+00:00,568845,105.98,2,Africa,Marrakesh
Gourde de sport,EUR,FEMALE,Wednesday,2025-01-08T16:50:53+00:00,568894,62.98,2,Africa,Cairo
Masque de plongée,EUR,FEMALE,Wednesday,2025-01-08T17:31:12+00:00,568938,27.98,2,Africa,Cairo
Palmes de natation,EUR,MALE,Wednesday,2025-01-08T19:24:58+00:00,569045,99.98,2,North America,Los Angeles
Maillot de bain,EUR,MALE,Wednesday,2025-01-08T20:34:05+00:00,569097,187.98,2,North America,New York
Corde à sauter,EUR,FEMALE,Tuesday,2024-12-31T09:24:29+00:00,557652,97.98,2,Asia,Dubai
Casque de vélo,EUR,FEMALE,Thursday,2024-12-26T18:11:31+00:00,551404,139.98,2,North America,New York
Protège-dents,EUR,FEMALE,Thursday,2024-12-26T19:01:55+00:00,551457,42.98,2,Asia,Dubai
Raquette de tennis,EUR,FEMALE,Tuesday,2025-01-14T00:14:24+00:00,576018,78.98,2,Africa,Cairo
Ski,EUR,MALE,Thursday,2025-01-02T01:12:00+00:00,720212,107.96,4,Asia,Abu Dhabi
Snowboard,EUR,MALE,Monday,2024-12-30T08:39:50+00:00,716554,128.96,4,Africa,Cairo
Shorts de running,EUR,FEMALE,Friday,2025-01-24T16:49:26+00:00,726862,70.96,4,Europe,Monte Carlo
Chaussures de course,EUR,MALE,Wednesday,2025-01-22T23:55:41+00:00,588120,45.98,2,North America,New York
Ski,EUR,MALE,Thursday,2025-01-23T00:34:34+00:00,588166,45.98,2,Africa,Marrakesh
Corde à sauter,EUR,MALE,Monday,2024-12-30T05:38:24+00:00,717812,76.96,4,Asia,Abu Dhabi
Filet de volleyball,EUR,MALE,Monday,2025-01-06T22:26:24+00:00,717206,224.96,4,Africa,Cairo
Gourde de sport,EUR,MALE,Thursday,2025-01-02T21:04:19+00:00,717733,118.96,4,Asia,Abu Dhabi
Chaussures de trail,EUR,FEMALE,Sunday,2025-01-19T04:19:12+00:00,582991,49.98,2,North America,New York
Sac à dos de randonnée,EUR,MALE,Friday,2025-01-17T17:31:12+00:00,580969,40.98,2,Africa,Marrakesh
Montre de sport,EUR,MALE,Friday,2025-01-17T13:43:41+00:00,580760,98.98,2,Europe,
Bandes élastiques de musculation,EUR,FEMALE,Thursday,2024-12-26T04:53:46+00:00,550653,57.98,2,Europe,Cannes
Planches d’équilibre,EUR,MALE,Wednesday,2025-01-01T14:47:02+00:00,559344,32.98,2,North America,New York
Bandes élastiques de musculation,EUR,MALE,Friday,2024-12-27T15:41:46+00:00,552626,70.98,2,Africa,Marrakesh
Filet de volleyball,EUR,MALE,Friday,2024-12-27T16:24:58+00:00,552669,31.98,2,Africa,Marrakesh
Ballon de football,EUR,MALE,Sunday,2025-01-19T16:10:34+00:00,583685,40.98,2,Europe,Birmingham
Chaussures de randonnée,EUR,MALE,Wednesday,2025-01-01T16:43:41+00:00,714041,110.96,4,Africa,Cairo
Serviette de sport,EUR,MALE,Monday,2024-12-30T01:35:02+00:00,555862,25.98,2,Africa,Marrakesh
Chaussures de randonnée,EUR,MALE,Sunday,2024-12-29T23:44:10+00:00,555763,32.98,2,Asia,Abu Dhabi
Gants de cyclisme,EUR,FEMALE,Saturday,2025-01-18T05:21:07+00:00,581629,38.98,2,North America,New York
Filet de volleyball,EUR,MALE,Saturday,2025-01-18T03:12:58+00:00,581514,66.98,2,Asia,Istanbul
Maillot de bain,EUR,MALE,Friday,2025-01-17T09:56:10+00:00,580559,120.98,2,Asia,Istanbul
Casquette de sport,EUR,MALE,Thursday,2025-01-09T20:28:19+00:00,570502,82.98,2,North America,Los Angeles
Lunettes de natation,EUR,FEMALE,Friday,2025-01-10T12:10:05+00:00,571380,70.98,2,Asia,Dubai
Patins à glace,EUR,MALE,Friday,2025-01-24T22:40:48+00:00,590731,46.98,2,Asia,Dubai
Raquette de badminton,EUR,FEMALE,Friday,2025-01-24T23:41:17+00:00,590787,36.98,2,Europe,Cannes
Sac de sport,EUR,MALE,Saturday,2025-01-25T00:05:46+00:00,590807,47.98,2,Asia,Abu Dhabi
Raquette de tennis,EUR,FEMALE,Thursday,2025-01-23T15:04:19+00:00,588958,62.98,2,Europe,Cannes
Patins à glace,EUR,MALE,Saturday,2025-01-11T18:01:26+00:00,573061,18.98,2,Europe,Birmingham
Ballon de basketball,EUR,FEMALE,Saturday,2025-01-11T18:59:02+00:00,573102,101.98,2,Europe,Monte Carlo
Chaussures de football,EUR,FEMALE,Saturday,2025-01-11T16:24:58+00:00,572969,33.98,2,Asia,Dubai
Protège-dents,EUR,FEMALE,Sunday,2025-01-19T08:44:10+00:00,583249,31.98,2,Africa,Marrakesh
Chaussures de piscine,EUR,MALE,Thursday,2025-01-09T19:56:38+00:00,570477,70.98,2,Africa,Marrakesh
Chaussures de football,EUR,FEMALE,Thursday,2025-01-02T13:07:41+00:00,560594,37.98,2,Asia,Dubai
Roller,EUR,FEMALE,Wednesday,2025-01-01T11:45:36+00:00,559168,23.98,2,Europe,Birmingham
Roller,EUR,FEMALE,Sunday,2025-01-05T23:47:02+00:00,565308,84.98,2,Europe,Birmingham
Casque de vélo,EUR,MALE,Saturday,2024-12-28T07:56:38+00:00,553524,50.98,2,Asia,
Montre de sport,EUR,MALE,Wednesday,2025-01-15T13:40:48+00:00,718404,169.96,4,Asia,Abu Dhabi
Snowboard,EUR,FEMALE,Saturday,2025-01-04T23:19:41+00:00,727576,79.96,4,North America,New York
